id_salaire,teacher_code,mois,annee,salaire_base,primes,retenues,salaire_net,mode_paiement
13692,TEACH-01141,12,2025,398754,102671,7014,494411,Banque
13693,TEACH-01142,1,2025,584845,153089,299,737635,Wave
13694,TEACH-01142,2,2025,576743,137468,409,713802,Wave
13695,TEACH-01142,3,2025,681156,57734,48100,690790,Wave
13696,TEACH-01142,4,2025,593842,4561,33661,564742,Orange Money
13697,TEACH-01142,5,2025,269272,189444,27489,431227,Orange Money
13698,TEACH-01142,6,2025,627664,161547,46840,742371,Wave
13699,TEACH-01142,7,2025,510930,6487,37414,480003,Virement
13700,TEACH-01142,8,2025,501430,20411,33392,488449,Banque
13701,TEACH-01142,9,2025,299654,149119,5467,443306,Orange Money
13702,TEACH-01142,10,2025,598507,162982,44986,716503,Wave
13703,TEACH-01142,11,2025,607157,133479,23300,717336,Virement
13704,TEACH-01142,12,2025,793784,75915,18491,851208,Wave
13705,TEACH-01143,1,2025,426608,44281,5478,465411,Banque
13706,TEACH-01143,2,2025,683560,53398,42501,694457,Orange Money
13707,TEACH-01143,3,2025,289509,36801,9964,316346,Virement
13708,TEACH-01143,4,2025,630917,147721,30153,748485,Banque
13709,TEACH-01143,5,2025,345657,102319,19766,428210,Banque
13710,TEACH-01143,6,2025,706551,102685,44119,765117,Orange Money
13711,TEACH-01143,7,2025,712254,134064,21896,824422,Orange Money
13712,TEACH-01143,8,2025,535008,61583,41744,554847,Banque
13713,TEACH-01143,9,2025,721155,65352,43437,743070,Wave
13714,TEACH-01143,10,2025,729881,140259,13714,856426,Orange Money
13715,TEACH-01143,11,2025,487116,75151,32812,529455,Orange Money
13716,TEACH-01143,12,2025,708771,146936,15584,840123,Banque
13717,TEACH-01144,1,2025,774693,132181,8585,898289,Wave
13718,TEACH-01144,2,2025,701441,69547,35678,735310,Virement
13719,TEACH-01144,3,2025,480353,42749,11362,511740,Orange Money
13720,TEACH-01144,4,2025,627734,108391,33487,702638,Banque
13721,TEACH-01144,5,2025,258520,66308,3778,321050,Wave
13722,TEACH-01144,6,2025,382422,121656,32621,471457,Wave
13723,TEACH-01144,7,2025,398897,91999,24204,466692,Orange Money
13724,TEACH-01144,8,2025,764703,74031,23121,815613,Virement
13725,TEACH-01144,9,2025,402047,145451,38626,508872,Wave
13726,TEACH-01144,10,2025,402589,77481,29572,450498,Wave
13727,TEACH-01144,11,2025,645784,29304,6713,668375,Orange Money
13728,TEACH-01144,12,2025,334279,54135,48049,340365,Banque
13729,TEACH-01145,1,2025,329002,195744,35857,488889,Orange Money
13730,TEACH-01145,2,2025,288006,61435,22190,327251,Banque
13731,TEACH-01145,3,2025,480485,157600,24856,613229,Wave
13732,TEACH-01145,4,2025,598658,80507,3057,676108,Orange Money
13733,TEACH-01145,5,2025,274482,178148,33676,418954,Banque
13734,TEACH-01145,6,2025,522676,58644,43190,538130,Banque
13735,TEACH-01145,7,2025,764793,14427,2454,776766,Wave
13736,TEACH-01145,8,2025,476829,135519,9417,602931,Wave
13737,TEACH-01145,9,2025,254988,132603,12879,374712,Banque
13738,TEACH-01145,10,2025,315725,192925,9679,498971,Virement
13739,TEACH-01145,11,2025,516550,175797,33156,659191,Virement
13740,TEACH-01145,12,2025,297761,119379,35799,381341,Wave
13741,TEACH-01146,1,2025,501380,44563,39509,506434,Wave
13742,TEACH-01146,2,2025,699964,89620,39904,749680,Wave
13743,TEACH-01146,3,2025,635925,189151,1940,823136,Orange Money
13744,TEACH-01146,4,2025,534131,19728,48540,505319,Orange Money
13745,TEACH-01146,5,2025,419909,57873,26202,451580,Banque
13746,TEACH-01146,6,2025,397726,136560,47417,486869,Orange Money
13747,TEACH-01146,7,2025,517849,151195,49445,619599,Wave
13748,TEACH-01146,8,2025,776055,177883,32188,921750,Wave
13749,TEACH-01146,9,2025,321200,54869,34423,341646,Banque
13750,TEACH-01146,10,2025,738450,16599,33515,721534,Wave
13751,TEACH-01146,11,2025,780885,90325,13284,857926,Virement
13752,TEACH-01146,12,2025,305355,1346,13905,292796,Wave
13753,TEACH-01147,1,2025,765042,69351,37421,796972,Banque
13754,TEACH-01147,2,2025,467127,54810,10972,510965,Wave
13755,TEACH-01147,3,2025,384412,64108,13034,435486,Virement
13756,TEACH-01147,4,2025,657029,81762,40709,698082,Wave
13757,TEACH-01147,5,2025,399368,66550,32067,433851,Wave
13758,TEACH-01147,6,2025,365374,188276,2725,550925,Wave
13759,TEACH-01147,7,2025,251567,158697,35161,375103,Banque
13760,TEACH-01147,8,2025,281662,44387,13171,312878,Wave
13761,TEACH-01147,9,2025,587703,118662,39811,666554,Virement
13762,TEACH-01147,10,2025,372164,37358,9814,399708,Wave
13763,TEACH-01147,11,2025,760387,125620,38534,847473,Orange Money
13764,TEACH-01147,12,2025,515126,44352,49065,510413,Orange Money
13765,TEACH-01148,1,2025,261809,139755,9850,391714,Banque
13766,TEACH-01148,2,2025,324589,62777,2570,384796,Virement
13767,TEACH-01148,3,2025,464202,159702,18628,605276,Virement
13768,TEACH-01148,4,2025,594588,35350,23031,606907,Orange Money
13769,TEACH-01148,5,2025,688508,172371,12867,848012,Wave
13770,TEACH-01148,6,2025,318651,115739,1524,432866,Orange Money
13771,TEACH-01148,7,2025,795744,118083,24555,889272,Banque
13772,TEACH-01148,8,2025,292594,140529,20653,412470,Wave
13773,TEACH-01148,9,2025,290037,5381,2270,293148,Wave
13774,TEACH-01148,10,2025,276154,136350,1193,411311,Banque
13775,TEACH-01148,11,2025,682068,91161,12660,760569,Orange Money
13776,TEACH-01148,12,2025,369920,27184,13435,383669,Wave
13777,TEACH-01149,1,2025,608831,193657,33095,769393,Orange Money
13778,TEACH-01149,2,2025,327892,169600,31053,466439,Banque
13779,TEACH-01149,3,2025,351576,130178,41108,440646,Orange Money
13780,TEACH-01149,4,2025,516340,125690,4096,637934,Banque
13781,TEACH-01149,5,2025,561423,127195,38363,650255,Wave
13782,TEACH-01149,6,2025,352988,61761,5064,409685,Virement
13783,TEACH-01149,7,2025,617105,196739,18931,794913,Virement
13784,TEACH-01149,8,2025,407697,115122,12415,510404,Virement
13785,TEACH-01149,9,2025,499302,73553,42870,529985,Orange Money
13786,TEACH-01149,10,2025,796677,29364,33317,792724,Wave
13787,TEACH-01149,11,2025,765907,20092,26340,759659,Virement
13788,TEACH-01149,12,2025,252445,171394,43568,380271,Virement
13789,TEACH-01150,1,2025,431891,96027,11835,516083,Orange Money
13790,TEACH-01150,2,2025,611186,71081,30923,651344,Orange Money
13791,TEACH-01150,3,2025,343653,72552,28480,387725,Orange Money
13792,TEACH-01150,4,2025,425369,188003,27583,585789,Orange Money
13793,TEACH-01150,5,2025,775675,80126,40141,815660,Wave
13794,TEACH-01150,6,2025,266528,187045,35460,418113,Virement
13795,TEACH-01150,7,2025,400454,170649,41191,529912,Virement
13796,TEACH-01150,8,2025,776866,55003,42058,789811,Banque
13797,TEACH-01150,9,2025,632289,5794,14367,623716,Wave
13798,TEACH-01150,10,2025,798383,82693,15734,865342,Virement
13799,TEACH-01150,11,2025,298056,165590,37310,426336,Orange Money
13800,TEACH-01150,12,2025,675729,99741,1349,774121,Banque
13801,TEACH-01151,1,2025,301495,55431,7494,349432,Orange Money
13802,TEACH-01151,2,2025,627399,197462,27675,797186,Wave
13803,TEACH-01151,3,2025,695445,185732,26533,854644,Orange Money
13804,TEACH-01151,4,2025,718616,75217,16575,777258,Orange Money
13805,TEACH-01151,5,2025,674534,83984,43151,715367,Wave
13806,TEACH-01151,6,2025,308011,1648,10418,299241,Virement
13807,TEACH-01151,7,2025,783184,160724,31065,912843,Virement
13808,TEACH-01151,8,2025,329435,125841,24799,430477,Wave
13809,TEACH-01151,9,2025,489057,196858,27560,658355,Wave
13810,TEACH-01151,10,2025,442365,99613,42874,499104,Virement
13811,TEACH-01151,11,2025,561374,74149,48227,587296,Banque
13812,TEACH-01151,12,2025,624124,92667,49628,667163,Banque
13813,TEACH-01152,1,2025,568281,72045,36891,603435,Virement
13814,TEACH-01152,2,2025,507082,199130,1011,705201,Banque
13815,TEACH-01152,3,2025,677016,28204,24998,680222,Orange Money
13816,TEACH-01152,4,2025,586412,162870,30610,718672,Banque
13817,TEACH-01152,5,2025,459595,34510,28102,466003,Banque
13818,TEACH-01152,6,2025,439449,38940,28385,450004,Banque
13819,TEACH-01152,7,2025,488888,107661,36632,559917,Orange Money
13820,TEACH-01152,8,2025,442538,70407,38060,474885,Wave
13821,TEACH-01152,9,2025,326869,7688,40646,293911,Banque
13822,TEACH-01152,10,2025,727338,79258,25339,781257,Banque
13823,TEACH-01152,11,2025,673712,2890,31449,645153,Banque
13824,TEACH-01152,12,2025,447692,181316,41175,587833,Banque
13825,TEACH-01153,1,2025,495830,63431,42559,516702,Virement
13826,TEACH-01153,2,2025,488513,76796,11171,554138,Virement
13827,TEACH-01153,3,2025,720345,159635,40827,839153,Banque
13828,TEACH-01153,4,2025,338829,50324,41068,348085,Virement
13829,TEACH-01153,5,2025,543416,163031,36872,669575,Wave
13830,TEACH-01153,6,2025,447231,51170,32569,465832,Virement
13831,TEACH-01153,7,2025,330485,67618,30409,367694,Banque
13832,TEACH-01153,8,2025,371407,27134,9176,389365,Banque
13833,TEACH-01153,9,2025,393371,150365,20350,523386,Wave
13834,TEACH-01153,10,2025,411838,148879,19731,540986,Orange Money
13835,TEACH-01153,11,2025,323364,31153,16098,338419,Wave
13836,TEACH-01153,12,2025,287795,81894,26692,342997,Virement
13837,TEACH-01154,1,2025,665871,47032,36467,676436,Orange Money
13838,TEACH-01154,2,2025,285454,103364,4205,384613,Wave
13839,TEACH-01154,3,2025,789964,170898,26831,934031,Wave
13840,TEACH-01154,4,2025,744053,131649,16673,859029,Virement
13841,TEACH-01154,5,2025,685509,47500,44176,688833,Wave
13842,TEACH-01154,6,2025,505066,147580,32929,619717,Virement
13843,TEACH-01154,7,2025,669776,77865,47826,699815,Banque
13844,TEACH-01154,8,2025,692498,165348,27741,830105,Orange Money
13845,TEACH-01154,9,2025,508697,195042,6070,697669,Wave
13846,TEACH-01154,10,2025,557034,128302,9972,675364,Virement
13847,TEACH-01154,11,2025,782029,23014,35474,769569,Virement
13848,TEACH-01154,12,2025,379646,71451,22314,428783,Wave
13849,TEACH-01155,1,2025,393631,195178,6215,582594,Banque
13850,TEACH-01155,2,2025,748303,35807,29243,754867,Virement
13851,TEACH-01155,3,2025,542826,182343,37291,687878,Virement
13852,TEACH-01155,4,2025,595798,120306,44893,671211,Orange Money
13853,TEACH-01155,5,2025,432939,111643,8495,536087,Banque
13854,TEACH-01155,6,2025,435734,171612,35244,572102,Wave
13855,TEACH-01155,7,2025,344574,110514,2551,452537,Wave
13856,TEACH-01155,8,2025,524238,145801,37545,632494,Banque
13857,TEACH-01155,9,2025,741197,137632,14712,864117,Wave
13858,TEACH-01155,10,2025,393439,43232,11885,424786,Wave
13859,TEACH-01155,11,2025,617962,122384,29430,710916,Orange Money
13860,TEACH-01155,12,2025,690968,16714,28380,679302,Wave
13861,TEACH-01156,1,2025,364960,49456,10896,403520,Orange Money
13862,TEACH-01156,2,2025,669238,94118,35254,728102,Wave
13863,TEACH-01156,3,2025,600689,19501,1533,618657,Wave
13864,TEACH-01156,4,2025,611310,73476,37058,647728,Wave
13865,TEACH-01156,5,2025,343899,126656,1472,469083,Virement
13866,TEACH-01156,6,2025,752314,144257,17738,878833,Virement
13867,TEACH-01156,7,2025,451209,68441,13609,506041,Wave
13868,TEACH-01156,8,2025,434322,184284,39173,579433,Orange Money
13869,TEACH-01156,9,2025,722566,8063,36047,694582,Banque
13870,TEACH-01156,10,2025,594854,187636,42133,740357,Banque
13871,TEACH-01156,11,2025,285486,152702,19777,418411,Orange Money
13872,TEACH-01156,12,2025,432325,105132,10681,526776,Orange Money
13873,TEACH-01157,1,2025,720731,155159,29427,846463,Banque
13874,TEACH-01157,2,2025,345992,72527,21684,396835,Virement
13875,TEACH-01157,3,2025,523954,193434,11201,706187,Orange Money
13876,TEACH-01157,4,2025,263368,25575,29763,259180,Wave
13877,TEACH-01157,5,2025,348442,64213,2766,409889,Virement
13878,TEACH-01157,6,2025,787945,156048,40898,903095,Virement
13879,TEACH-01157,7,2025,326245,3364,25369,304240,Wave
13880,TEACH-01157,8,2025,445215,91558,49353,487420,Wave
13881,TEACH-01157,9,2025,279854,92814,7621,365047,Orange Money
13882,TEACH-01157,10,2025,454019,39183,1414,491788,Wave
13883,TEACH-01157,11,2025,781473,13357,7555,787275,Virement
13884,TEACH-01157,12,2025,672191,79041,41546,709686,Wave
13885,TEACH-01158,1,2025,420182,138016,45777,512421,Wave
13886,TEACH-01158,2,2025,767150,197895,30868,934177,Virement
13887,TEACH-01158,3,2025,643878,25517,10363,659032,Banque
13888,TEACH-01158,4,2025,464296,61791,437,525650,Orange Money
13889,TEACH-01158,5,2025,267556,124054,4741,386869,Wave
13890,TEACH-01158,6,2025,327328,43988,39778,331538,Orange Money
13891,TEACH-01158,7,2025,505434,146244,38145,613533,Orange Money
13892,TEACH-01158,8,2025,659598,159883,32310,787171,Orange Money
13893,TEACH-01158,9,2025,409482,56467,40524,425425,Virement
13894,TEACH-01158,10,2025,721032,29092,41977,708147,Orange Money
13895,TEACH-01158,11,2025,606661,19872,49915,576618,Banque
13896,TEACH-01158,12,2025,336473,92840,44987,384326,Wave
13897,TEACH-01159,1,2025,741980,59429,8303,793106,Banque
13898,TEACH-01159,2,2025,420252,165455,10558,575149,Banque
13899,TEACH-01159,3,2025,351805,5534,46930,310409,Virement
13900,TEACH-01159,4,2025,604485,100614,26000,679099,Wave
13901,TEACH-01159,5,2025,466838,155000,1785,620053,Banque
13902,TEACH-01159,6,2025,601043,93286,28877,665452,Virement
13903,TEACH-01159,7,2025,728143,28207,40104,716246,Wave
13904,TEACH-01159,8,2025,464767,33806,7957,490616,Wave
13905,TEACH-01159,9,2025,350173,122606,29541,443238,Virement
13906,TEACH-01159,10,2025,762799,135303,47893,850209,Wave
13907,TEACH-01159,11,2025,718151,19115,4969,732297,Orange Money
13908,TEACH-01159,12,2025,792089,122404,36873,877620,Wave
13909,TEACH-01160,1,2025,317307,143082,42254,418135,Banque
13910,TEACH-01160,2,2025,448491,70391,37174,481708,Banque
13911,TEACH-01160,3,2025,572401,34937,908,606430,Orange Money
13912,TEACH-01160,4,2025,632540,141632,4999,769173,Orange Money
13913,TEACH-01160,5,2025,409011,48817,32530,425298,Banque
13914,TEACH-01160,6,2025,439052,182977,21892,600137,Orange Money
13915,TEACH-01160,7,2025,470902,197077,42583,625396,Wave
13916,TEACH-01160,8,2025,342385,13840,25146,331079,Orange Money
13917,TEACH-01160,9,2025,302751,57228,19697,340282,Virement
13918,TEACH-01160,10,2025,449344,167745,30485,586604,Banque
13919,TEACH-01160,11,2025,616510,52125,37231,631404,Orange Money
13920,TEACH-01160,12,2025,799640,58043,39332,818351,Virement
13921,TEACH-01161,1,2025,435875,80648,14619,501904,Virement
13922,TEACH-01161,2,2025,668977,34149,8085,695041,Virement
13923,TEACH-01161,3,2025,544175,153409,8257,689327,Orange Money
13924,TEACH-01161,4,2025,765421,81408,951,845878,Wave
13925,TEACH-01161,5,2025,469335,46958,9991,506302,Wave
13926,TEACH-01161,6,2025,621932,17575,25391,614116,Virement
13927,TEACH-01161,7,2025,425138,140898,44166,521870,Banque
13928,TEACH-01161,8,2025,589275,193790,14588,768477,Banque
13929,TEACH-01161,9,2025,462094,142354,1969,602479,Wave
13930,TEACH-01161,10,2025,354340,60156,45172,369324,Virement
13931,TEACH-01161,11,2025,546415,147961,42706,651670,Banque
13932,TEACH-01161,12,2025,774807,26650,13360,788097,Orange Money
13933,TEACH-01162,1,2025,290128,44360,48753,285735,Banque
13934,TEACH-01162,2,2025,484747,111255,8834,587168,Wave
13935,TEACH-01162,3,2025,389136,87041,20443,455734,Banque
13936,TEACH-01162,4,2025,481183,14320,37052,458451,Orange Money
13937,TEACH-01162,5,2025,603127,23753,16945,609935,Banque
13938,TEACH-01162,6,2025,695152,42305,15931,721526,Orange Money
13939,TEACH-01162,7,2025,288567,132255,13954,406868,Banque
13940,TEACH-01162,8,2025,405571,78753,1904,482420,Virement
13941,TEACH-01162,9,2025,507141,129678,46353,590466,Banque
13942,TEACH-01162,10,2025,608587,172698,7340,773945,Wave
13943,TEACH-01162,11,2025,690017,160131,2029,848119,Orange Money
13944,TEACH-01162,12,2025,398510,153155,25220,526445,Wave
13945,TEACH-01163,1,2025,497634,20922,13107,505449,Virement
13946,TEACH-01163,2,2025,596107,198142,14156,780093,Orange Money
13947,TEACH-01163,3,2025,370963,13775,43866,340872,Orange Money
13948,TEACH-01163,4,2025,404149,127185,11807,519527,Orange Money
13949,TEACH-01163,5,2025,690048,157969,33294,814723,Virement
13950,TEACH-01163,6,2025,464510,49825,20473,493862,Virement
13951,TEACH-01163,7,2025,529591,140839,5995,664435,Wave
13952,TEACH-01163,8,2025,432498,94389,13685,513202,Virement
13953,TEACH-01163,9,2025,444209,34838,892,478155,Banque
13954,TEACH-01163,10,2025,580963,64564,29346,616181,Banque
13955,TEACH-01163,11,2025,778120,118767,29102,867785,Orange Money
13956,TEACH-01163,12,2025,571403,66343,39621,598125,Banque
13957,TEACH-01164,1,2025,317450,119555,29280,407725,Banque
13958,TEACH-01164,2,2025,658980,140509,18915,780574,Banque
13959,TEACH-01164,3,2025,605256,36471,42795,598932,Banque
13960,TEACH-01164,4,2025,688991,116505,27169,778327,Banque
13961,TEACH-01164,5,2025,771213,118174,4534,884853,Banque
13962,TEACH-01164,6,2025,742355,158518,8844,892029,Banque
13963,TEACH-01164,7,2025,257355,27809,44752,240412,Banque
13964,TEACH-01164,8,2025,295138,134876,42330,387684,Banque
13965,TEACH-01164,9,2025,569609,141604,306,710907,Banque
13966,TEACH-01164,10,2025,400335,24428,42224,382539,Wave
13967,TEACH-01164,11,2025,790162,44994,14407,820749,Banque
13968,TEACH-01164,12,2025,713716,17556,27406,703866,Virement
13969,TEACH-01165,1,2025,469065,149219,2253,616031,Orange Money
13970,TEACH-01165,2,2025,599753,147164,41839,705078,Virement
13971,TEACH-01165,3,2025,785913,125621,19332,892202,Virement
13972,TEACH-01165,4,2025,665081,7473,34126,638428,Banque
13973,TEACH-01165,5,2025,755573,31354,23461,763466,Virement
13974,TEACH-01165,6,2025,309643,74310,49856,334097,Virement
13975,TEACH-01165,7,2025,695561,99667,32422,762806,Wave
13976,TEACH-01165,8,2025,281248,72296,9421,344123,Banque
13977,TEACH-01165,9,2025,267419,5966,38944,234441,Orange Money
13978,TEACH-01165,10,2025,309140,20756,5437,324459,Banque
13979,TEACH-01165,11,2025,279469,50542,22968,307043,Banque
13980,TEACH-01165,12,2025,494542,148610,24245,618907,Wave
13981,TEACH-01166,1,2025,726560,69435,39957,756038,Orange Money
13982,TEACH-01166,2,2025,256823,23416,21618,258621,Banque
13983,TEACH-01166,3,2025,286879,92576,5982,373473,Virement
13984,TEACH-01166,4,2025,609438,140290,25847,723881,Virement
13985,TEACH-01166,5,2025,467973,58941,15059,511855,Orange Money
13986,TEACH-01166,6,2025,438882,103915,45831,496966,Wave
13987,TEACH-01166,7,2025,580228,6024,19913,566339,Virement
13988,TEACH-01166,8,2025,272471,93656,9572,356555,Orange Money
13989,TEACH-01166,9,2025,761079,139537,26038,874578,Banque
13990,TEACH-01166,10,2025,339747,199187,15848,523086,Wave
13991,TEACH-01166,11,2025,743454,115606,20736,838324,Virement
13992,TEACH-01166,12,2025,514842,189512,8957,695397,Orange Money
13993,TEACH-01167,1,2025,654820,20080,25294,649606,Virement
13994,TEACH-01167,2,2025,596580,104949,21714,679815,Virement
13995,TEACH-01167,3,2025,794540,166881,2480,958941,Virement
13996,TEACH-01167,4,2025,315946,186621,5807,496760,Wave
13997,TEACH-01167,5,2025,271404,122251,26126,367529,Wave
13998,TEACH-01167,6,2025,647366,184340,26228,805478,Banque
13999,TEACH-01167,7,2025,650242,77644,24563,703323,Banque
14000,TEACH-01167,8,2025,678819,189080,36114,831785,Wave
14001,TEACH-01167,9,2025,686309,100989,30528,756770,Virement
14002,TEACH-01167,10,2025,540507,108080,4303,644284,Virement
14003,TEACH-01167,11,2025,574207,10234,21939,562502,Banque
14004,TEACH-01167,12,2025,640111,33918,6426,667603,Orange Money
14005,TEACH-01168,1,2025,753933,76178,11148,818963,Orange Money
14006,TEACH-01168,2,2025,289775,162865,19114,433526,Virement
14007,TEACH-01168,3,2025,772659,54527,37044,790142,Virement
14008,TEACH-01168,4,2025,294183,195872,43626,446429,Wave
14009,TEACH-01168,5,2025,677901,63856,27993,713764,Virement
14010,TEACH-01168,6,2025,485607,171229,42174,614662,Orange Money
14011,TEACH-01168,7,2025,799448,182445,14989,966904,Virement
14012,TEACH-01168,8,2025,684381,35902,22169,698114,Virement
14013,TEACH-01168,9,2025,447849,177776,39068,586557,Virement
14014,TEACH-01168,10,2025,496066,120971,44586,572451,Banque
14015,TEACH-01168,11,2025,257808,124421,12384,369845,Orange Money
14016,TEACH-01168,12,2025,690740,124994,15189,800545,Virement
14017,TEACH-01169,1,2025,557191,10612,40891,526912,Banque
14018,TEACH-01169,2,2025,332046,108349,12202,428193,Virement
14019,TEACH-01169,3,2025,561399,55067,40171,576295,Virement
14020,TEACH-01169,4,2025,492753,189153,10859,671047,Orange Money
14021,TEACH-01169,5,2025,425888,147126,28680,544334,Orange Money
14022,TEACH-01169,6,2025,779888,147336,48091,879133,Banque
14023,TEACH-01169,7,2025,670005,114339,8052,776292,Virement
14024,TEACH-01169,8,2025,571970,122131,19543,674558,Orange Money
14025,TEACH-01169,9,2025,362993,135549,33220,465322,Wave
14026,TEACH-01169,10,2025,507192,91533,36140,562585,Orange Money
14027,TEACH-01169,11,2025,306749,88680,19341,376088,Virement
14028,TEACH-01169,12,2025,678040,135186,13576,799650,Virement
14029,TEACH-01170,1,2025,388670,197166,8268,577568,Wave
14030,TEACH-01170,2,2025,520282,197633,36819,681096,Orange Money
14031,TEACH-01170,3,2025,359818,113609,7717,465710,Orange Money
14032,TEACH-01170,4,2025,300849,112915,29256,384508,Banque
14033,TEACH-01170,5,2025,746965,155622,19548,883039,Wave
14034,TEACH-01170,6,2025,545866,49150,34671,560345,Orange Money
14035,TEACH-01170,7,2025,256153,28912,9282,275783,Wave
14036,TEACH-01170,8,2025,555128,50899,27343,578684,Wave
14037,TEACH-01170,9,2025,617732,96161,18749,695144,Banque
14038,TEACH-01170,10,2025,570110,56768,2496,624382,Virement
14039,TEACH-01170,11,2025,497780,42557,40259,500078,Virement
14040,TEACH-01170,12,2025,622259,186375,18294,790340,Wave
14041,TEACH-01171,1,2025,637544,23586,27321,633809,Virement
14042,TEACH-01171,2,2025,290173,191055,40142,441086,Orange Money
14043,TEACH-01171,3,2025,710657,42584,9316,743925,Virement
14044,TEACH-01171,4,2025,610689,195836,40913,765612,Banque
14045,TEACH-01171,5,2025,347613,54348,47000,354961,Virement
14046,TEACH-01171,6,2025,508969,96940,35484,570425,Wave
14047,TEACH-01171,7,2025,728829,121415,20573,829671,Wave
14048,TEACH-01171,8,2025,619898,72416,43722,648592,Banque
14049,TEACH-01171,9,2025,490055,2630,17193,475492,Orange Money
14050,TEACH-01171,10,2025,402824,65976,43739,425061,Banque
14051,TEACH-01171,11,2025,305064,39162,34699,309527,Banque
14052,TEACH-01171,12,2025,393988,20426,47223,367191,Virement
14053,TEACH-01172,1,2025,669978,72096,38614,703460,Banque
14054,TEACH-01172,2,2025,405973,135050,379,540644,Wave
14055,TEACH-01172,3,2025,727925,20825,2669,746081,Virement
14056,TEACH-01172,4,2025,661596,192158,20403,833351,Banque
14057,TEACH-01172,5,2025,306996,48544,35739,319801,Wave
14058,TEACH-01172,6,2025,288160,158306,6368,440098,Wave
14059,TEACH-01172,7,2025,375621,164809,10473,529957,Banque
14060,TEACH-01172,8,2025,573600,176822,35397,715025,Virement
14061,TEACH-01172,9,2025,632079,196144,44117,784106,Wave
14062,TEACH-01172,10,2025,405674,77341,9990,473025,Wave
14063,TEACH-01172,11,2025,482242,117508,5461,594289,Virement
14064,TEACH-01172,12,2025,689963,35290,26582,698671,Wave
14065,TEACH-01173,1,2025,344291,1906,46080,300117,Virement
14066,TEACH-01173,2,2025,341503,122291,14041,449753,Wave
14067,TEACH-01173,3,2025,742926,152599,37149,858376,Orange Money
14068,TEACH-01173,4,2025,555005,144127,40050,659082,Banque
14069,TEACH-01173,5,2025,667762,173848,17628,823982,Wave
14070,TEACH-01173,6,2025,298373,172978,33219,438132,Wave
14071,TEACH-01173,7,2025,402418,104881,22303,484996,Banque
14072,TEACH-01173,8,2025,256985,8116,49383,215718,Virement
14073,TEACH-01173,9,2025,743375,81318,38259,786434,Banque
14074,TEACH-01173,10,2025,715163,153938,21602,847499,Banque
14075,TEACH-01173,11,2025,278774,146861,9933,415702,Virement
14076,TEACH-01173,12,2025,611442,194346,25548,780240,Virement
14077,TEACH-01174,1,2025,657998,66458,29911,694545,Wave
14078,TEACH-01174,2,2025,554102,193438,455,747085,Virement
14079,TEACH-01174,3,2025,486833,29758,29370,487221,Banque
14080,TEACH-01174,4,2025,415282,4163,844,418601,Wave
14081,TEACH-01174,5,2025,658385,55152,27676,685861,Virement
14082,TEACH-01174,6,2025,490623,158564,31060,618127,Banque
14083,TEACH-01174,7,2025,619226,12410,39037,592599,Orange Money
14084,TEACH-01174,8,2025,485526,26979,600,511905,Orange Money
14085,TEACH-01174,9,2025,362562,137815,44241,456136,Virement
14086,TEACH-01174,10,2025,643397,347,12310,631434,Orange Money
14087,TEACH-01174,11,2025,586215,18188,6831,597572,Banque
14088,TEACH-01174,12,2025,463672,139324,19508,583488,Banque
14089,TEACH-01175,1,2025,743672,101706,7993,837385,Banque
14090,TEACH-01175,2,2025,733129,164025,27614,869540,Orange Money
14091,TEACH-01175,3,2025,394416,44258,48406,390268,Wave
14092,TEACH-01175,4,2025,657040,189269,7273,839036,Banque
14093,TEACH-01175,5,2025,263407,6701,39404,230704,Wave
14094,TEACH-01175,6,2025,617467,111892,42043,687316,Orange Money
14095,TEACH-01175,7,2025,517608,158322,23998,651932,Orange Money
14096,TEACH-01175,8,2025,292469,22276,11909,302836,Orange Money
14097,TEACH-01175,9,2025,710946,184276,47049,848173,Wave
14098,TEACH-01175,10,2025,575326,33542,41674,567194,Orange Money
14099,TEACH-01175,11,2025,642429,191372,39262,794539,Virement
14100,TEACH-01175,12,2025,580661,28012,9774,598899,Wave
14101,TEACH-01176,1,2025,797359,170388,9330,958417,Wave
14102,TEACH-01176,2,2025,797648,32243,431,829460,Wave
14103,TEACH-01176,3,2025,527234,75913,7244,595903,Wave
14104,TEACH-01176,4,2025,746259,92911,468,838702,Wave
14105,TEACH-01176,5,2025,578807,64881,13773,629915,Virement
14106,TEACH-01176,6,2025,727057,198814,17319,908552,Banque
14107,TEACH-01176,7,2025,533218,53767,5296,581689,Virement
14108,TEACH-01176,8,2025,735894,118172,41380,812686,Banque
14109,TEACH-01176,9,2025,485778,17170,23131,479817,Banque
14110,TEACH-01176,10,2025,309761,100730,31092,379399,Orange Money
14111,TEACH-01176,11,2025,420695,173850,24378,570167,Orange Money
14112,TEACH-01176,12,2025,472634,167828,26732,613730,Banque
14113,TEACH-01177,1,2025,607124,92999,2946,697177,Orange Money
14114,TEACH-01177,2,2025,573404,180353,44067,709690,Orange Money
14115,TEACH-01177,3,2025,560540,192456,22157,730839,Virement
14116,TEACH-01177,4,2025,362849,29063,1052,390860,Banque
14117,TEACH-01177,5,2025,486832,136917,22064,601685,Wave
14118,TEACH-01177,6,2025,409017,34428,36251,407194,Banque
14119,TEACH-01177,7,2025,478071,119513,5181,592403,Banque
14120,TEACH-01177,8,2025,707204,35271,2432,740043,Wave
14121,TEACH-01177,9,2025,784006,146937,18448,912495,Wave
