id_absence,teacher_code,date_absence,motif,justifiee,duree_heures,remplace
8499,TEACH-02346,2026-02-02,Congé,False,23,False
8500,TEACH-02489,2026-02-25,Congé,True,18,True
8501,TEACH-03273,2025-08-10,Congé,False,3,True
8502,TEACH-01696,2025-07-26,,True,18,False
8503,TEACH-02493,2025-01-27,Mission,True,23,False
8504,TEACH-00339,2026-07-03,Personnel,False,19,True
8505,TEACH-02644,2025-11-16,Congé,False,10,True
8506,TEACH-04075,2025-04-22,Maladie,True,6,True
8507,TEACH-00782,2025-04-07,,False,8,True
8508,TEACH-01289,2026-04-22,Mission,False,13,True
8509,TEACH-04336,2025-05-19,,True,18,False
8510,TEACH-04237,2025-05-05,Mission,False,24,False
8511,TEACH-02781,2025-07-13,Maladie,False,3,True
8512,TEACH-01891,2026-03-20,Congé,True,3,True
8513,TEACH-03855,2025-07-15,Mission,False,14,False
8514,TEACH-01389,2025-04-13,Congé,True,16,True
8515,TEACH-00432,2026-05-03,,True,15,True
8516,TEACH-01705,2026-06-13,Maladie,False,15,False
8517,TEACH-00704,2024-09-17,Congé,True,19,True
8518,TEACH-01852,2025-05-22,Maladie,True,19,False
8519,TEACH-04574,2025-01-14,Congé,True,17,True
8520,TEACH-04262,2025-10-30,Mission,True,12,True
8521,TEACH-02617,2024-12-19,,True,6,True
8522,TEACH-02735,2024-10-30,,True,19,False
8523,TEACH-00697,2024-12-26,Maladie,False,10,False
8524,TEACH-00534,2026-07-10,Congé,False,13,False
8525,TEACH-04925,2026-04-25,Congé,False,16,True
8526,TEACH-03623,2026-07-16,Personnel,False,1,False
8527,TEACH-02879,2025-04-27,,True,22,False
8528,TEACH-04294,2026-06-27,Mission,True,19,False
8529,TEACH-03295,2025-11-22,Personnel,False,15,False
8530,TEACH-03321,2026-03-08,Personnel,True,11,True
8531,TEACH-02773,2025-01-22,Personnel,False,19,True
8532,TEACH-03865,2025-01-22,,True,11,False
8533,TEACH-03985,2026-04-29,Congé,False,18,True
8534,TEACH-03238,2026-07-19,,False,17,False
8535,TEACH-04723,2024-08-06,Mission,False,20,True
8536,TEACH-03768,2026-06-20,,False,20,False
8537,TEACH-02596,2025-06-14,Mission,False,2,True
8538,TEACH-03066,2025-01-09,Personnel,False,9,True
8539,TEACH-04116,2025-05-05,Mission,False,17,True
8540,TEACH-00672,2025-10-17,Mission,True,17,False
8541,TEACH-00720,2026-05-01,Congé,True,20,True
8542,TEACH-03921,2025-09-23,Maladie,False,2,True
8543,TEACH-03128,2025-01-02,Mission,False,2,True
8544,TEACH-03699,2026-05-24,Congé,True,15,True
8545,TEACH-01849,2025-05-23,Personnel,False,22,True
8546,TEACH-03701,2025-04-19,Mission,False,8,False
8547,TEACH-04271,2025-09-12,,False,21,False
8548,TEACH-01263,2025-08-18,Congé,False,23,False
8549,TEACH-04699,2025-06-18,,False,14,False
8550,TEACH-04698,2025-06-20,Personnel,True,6,False
8551,TEACH-02022,2025-03-31,Personnel,True,9,True
8552,TEACH-03257,2025-05-20,,False,14,True
8553,TEACH-03853,2024-11-22,,False,5,False
8554,TEACH-01837,2025-04-28,Mission,True,9,True
8555,TEACH-04945,2025-08-25,Maladie,True,9,True
8556,TEACH-01150,2025-09-08,Congé,False,9,False
8557,TEACH-01876,2025-12-22,,False,24,True
8558,TEACH-03726,2026-05-24,Mission,True,21,False
8559,TEACH-04172,2025-11-29,Mission,True,21,False
8560,TEACH-02748,2025-04-22,Congé,False,24,False
8561,TEACH-01944,2024-10-19,Maladie,True,10,True
8562,TEACH-02984,2026-04-11,,True,19,True
8563,TEACH-04412,2024-09-01,,True,3,True
8564,TEACH-02504,2024-08-26,,False,16,True
8565,TEACH-00202,2024-10-25,Mission,False,14,True
8566,TEACH-00678,2024-10-16,,True,20,False
8567,TEACH-04325,2024-08-10,Congé,True,1,False
8568,TEACH-04175,2026-01-08,Congé,True,21,True
8569,TEACH-02707,2024-12-03,Congé,True,2,True
8570,TEACH-03388,2026-05-25,Congé,True,8,False
8571,TEACH-02714,2024-09-20,Personnel,False,22,True
8572,TEACH-02999,2024-11-11,Maladie,False,8,False
8573,TEACH-04137,2024-09-05,Mission,False,19,True
8574,TEACH-03534,2025-09-24,Congé,True,14,True
8575,TEACH-01216,2026-04-18,Congé,False,8,True
8576,TEACH-02482,2026-06-24,Congé,False,10,True
8577,TEACH-00336,2025-09-28,,False,11,False
8578,TEACH-00325,2025-08-07,Personnel,True,22,True
8579,TEACH-02609,2024-11-19,Personnel,True,2,True
8580,TEACH-04158,2025-10-16,Personnel,False,12,True
8581,TEACH-04698,2025-07-16,Mission,False,20,False
8582,TEACH-01913,2025-04-02,Personnel,False,19,False
8583,TEACH-00097,2024-10-03,Maladie,False,21,False
8584,TEACH-02750,2025-12-03,Personnel,False,20,False
8585,TEACH-04025,2026-04-04,Congé,True,17,False
8586,TEACH-04107,2026-01-01,Congé,True,23,True
8587,TEACH-04623,2025-01-13,Maladie,True,20,True
8588,TEACH-02718,2026-07-15,,True,8,True
8589,TEACH-03274,2025-06-14,Personnel,True,10,False
8590,TEACH-04984,2025-04-11,Mission,True,10,True
8591,TEACH-03752,2025-07-02,Congé,False,1,False
8592,TEACH-02344,2024-08-05,,True,7,False
8593,TEACH-02927,2026-05-11,,True,3,False
8594,TEACH-02949,2025-05-20,,False,6,True
8595,TEACH-01224,2026-04-01,Personnel,False,20,True
8596,TEACH-01155,2025-01-22,Mission,True,2,False
8597,TEACH-02421,2025-12-27,,True,2,False
8598,TEACH-03293,2025-12-26,Personnel,False,21,False
8599,TEACH-02287,2024-12-20,Maladie,False,1,True
8600,TEACH-04770,2025-12-09,,True,8,True
8601,TEACH-04211,2025-09-02,,False,12,True
8602,TEACH-00289,2025-02-04,Personnel,False,6,False
8603,TEACH-00274,2026-02-17,Personnel,True,9,False
8604,TEACH-01195,2026-04-30,Personnel,True,4,False
8605,TEACH-02603,2025-05-20,Personnel,False,2,True
8606,TEACH-00124,2025-08-31,Mission,True,2,False
8607,TEACH-03971,2024-09-30,,True,7,True
8608,TEACH-04193,2025-05-05,,True,21,True
8609,TEACH-02863,2024-10-05,Maladie,True,20,False
8610,TEACH-01936,2025-12-12,,True,1,False
8611,TEACH-01134,2024-09-15,Congé,False,18,False
8612,TEACH-02360,2026-02-01,Mission,False,13,True
8613,TEACH-00306,2025-11-18,,True,23,False
8614,TEACH-02089,2025-08-06,Personnel,True,18,False
8615,TEACH-01931,2026-02-12,Mission,True,5,True
8616,TEACH-01310,2026-03-05,,False,10,True
8617,TEACH-00833,2026-05-22,,False,20,True
8618,TEACH-02365,2025-07-05,Maladie,False,11,True
8619,TEACH-02151,2024-11-20,Mission,True,4,True
8620,TEACH-02318,2025-08-04,Maladie,False,20,True
8621,TEACH-00668,2024-10-29,,True,24,True
8622,TEACH-01465,2025-12-20,Maladie,False,4,True
8623,TEACH-02521,2025-11-06,Congé,True,3,True
8624,TEACH-02203,2025-05-01,Maladie,False,10,True
8625,TEACH-01292,2024-10-25,Congé,True,23,True
8626,TEACH-03107,2026-03-15,,True,14,True
8627,TEACH-04649,2025-03-21,Personnel,True,3,True
8628,TEACH-03870,2026-01-31,Congé,False,18,False
8629,TEACH-00271,2026-04-02,,False,10,False
8630,TEACH-00123,2025-03-29,Personnel,False,15,False
8631,TEACH-03232,2025-04-01,Personnel,False,24,False
8632,TEACH-00399,2025-06-19,Congé,True,15,False
8633,TEACH-04761,2026-06-27,Maladie,True,15,False
8634,TEACH-00610,2025-09-04,,False,2,False
8635,TEACH-03417,2025-11-07,,True,21,False
8636,TEACH-03642,2025-08-01,Mission,True,18,False
8637,TEACH-02139,2025-05-27,Congé,True,21,True
8638,TEACH-04063,2025-08-05,,True,11,False
8639,TEACH-01971,2025-10-13,Maladie,False,15,False
8640,TEACH-01840,2025-10-18,Maladie,True,9,False
8641,TEACH-00541,2026-04-03,Congé,True,12,True
8642,TEACH-02813,2025-11-28,Maladie,False,24,False
8643,TEACH-01757,2024-08-03,Maladie,False,18,False
8644,TEACH-02222,2024-09-01,Mission,False,15,False
8645,TEACH-00493,2024-12-09,Mission,True,12,False
8646,TEACH-02084,2026-07-09,Mission,False,4,True
8647,TEACH-04985,2025-04-01,Personnel,True,21,False
8648,TEACH-03092,2025-05-27,,True,2,False
8649,TEACH-02759,2026-05-20,,False,4,False
8650,TEACH-02047,2026-04-16,Maladie,False,7,True
8651,TEACH-04894,2025-09-15,Congé,False,19,False
8652,TEACH-03846,2026-02-14,Congé,False,12,False
8653,TEACH-01845,2025-09-08,Congé,False,5,False
8654,TEACH-02234,2025-10-06,Congé,False,4,False
8655,TEACH-02732,2026-02-10,Maladie,False,22,True
8656,TEACH-00093,2025-01-31,,False,14,False
8657,TEACH-01017,2025-07-20,Maladie,True,9,False
8658,TEACH-04212,2024-11-21,Personnel,True,16,False
8659,TEACH-01564,2025-10-19,Maladie,True,3,False
8660,TEACH-00953,2025-11-01,Congé,False,1,False
8661,TEACH-04021,2024-10-12,Personnel,True,1,False
8662,TEACH-02232,2025-02-27,Mission,False,8,False
8663,TEACH-04049,2026-05-22,Congé,False,15,True
8664,TEACH-01727,2025-12-31,Mission,True,3,False
8665,TEACH-03096,2024-10-24,,False,16,False
8666,TEACH-02578,2026-06-23,,True,4,True
8667,TEACH-03734,2024-10-12,Mission,True,8,True
8668,TEACH-01550,2025-12-14,Congé,False,17,False
8669,TEACH-00289,2024-10-04,,False,11,True
8670,TEACH-00389,2025-06-03,Mission,False,10,True
8671,TEACH-04050,2025-05-15,Mission,False,11,True
8672,TEACH-04580,2024-11-08,Maladie,False,23,True
8673,TEACH-04300,2026-01-03,Personnel,False,18,True
8674,TEACH-02121,2024-12-01,Congé,False,23,False
8675,TEACH-03295,2026-01-30,Congé,True,24,False
8676,TEACH-01629,2024-11-06,,False,13,True
8677,TEACH-03599,2025-11-02,Mission,False,12,False
8678,TEACH-02888,2026-03-22,Maladie,False,10,True
8679,TEACH-03949,2024-09-03,Congé,True,5,False
8680,TEACH-02330,2025-11-01,Personnel,True,22,True
8681,TEACH-00056,2026-01-11,Maladie,True,6,False
8682,TEACH-03737,2025-01-30,Personnel,True,13,True
8683,TEACH-04496,2024-11-09,Mission,True,15,False
8684,TEACH-04334,2025-12-21,Congé,False,15,True
8685,TEACH-04440,2024-09-16,Congé,False,2,True
8686,TEACH-04445,2026-01-07,Mission,False,5,False
8687,TEACH-02945,2026-04-07,Maladie,True,20,False
8688,TEACH-03623,2025-10-19,Congé,True,21,True
8689,TEACH-00707,2025-06-15,Maladie,True,15,False
8690,TEACH-00779,2025-04-04,Personnel,True,11,False
8691,TEACH-03665,2026-05-08,Congé,False,23,True
8692,TEACH-03855,2025-01-08,Personnel,True,17,False
8693,TEACH-04967,2026-03-31,,True,16,False
8694,TEACH-00187,2025-04-05,Mission,False,11,False
8695,TEACH-03725,2024-11-01,Mission,False,1,False
8696,TEACH-02732,2024-12-19,Congé,False,1,True
8697,TEACH-04934,2026-05-04,Mission,False,19,True
8698,TEACH-00367,2024-11-17,Maladie,False,3,False
8699,TEACH-02864,2026-03-21,Maladie,True,17,True
8700,TEACH-02523,2025-07-04,,True,22,True
8701,TEACH-00896,2025-05-13,,False,21,False
8702,TEACH-01714,2025-09-01,Personnel,True,1,False
8703,TEACH-02243,2026-06-07,Maladie,False,9,False
8704,TEACH-00340,2024-07-30,Congé,True,6,False
8705,TEACH-00138,2024-11-14,Mission,True,9,True
8706,TEACH-00777,2024-09-06,,False,14,True
8707,TEACH-03058,2024-08-15,Personnel,False,12,False
8708,TEACH-02921,2025-05-02,Congé,False,2,True
8709,TEACH-03298,2025-03-31,Congé,False,13,False
8710,TEACH-02970,2025-12-15,Maladie,True,2,False
8711,TEACH-03623,2024-09-18,Maladie,True,9,True
8712,TEACH-00695,2026-04-09,Personnel,False,13,False
8713,TEACH-02854,2025-03-06,,False,18,True
8714,TEACH-01125,2026-05-25,Personnel,False,15,True
8715,TEACH-02671,2026-07-09,Congé,True,12,True
8716,TEACH-03044,2024-08-26,Personnel,True,16,False
8717,TEACH-03022,2025-03-15,,False,22,False
8718,TEACH-00390,2025-05-06,Maladie,True,13,False
8719,TEACH-02254,2025-01-27,Personnel,False,24,False
8720,TEACH-03684,2026-03-05,Congé,True,17,True
8721,TEACH-00178,2025-03-23,Congé,False,6,True
8722,TEACH-04177,2025-08-10,Personnel,True,24,False
8723,TEACH-00204,2026-05-13,Personnel,True,6,True
8724,TEACH-03462,2024-12-23,Maladie,True,24,True
8725,TEACH-01588,2024-12-20,Maladie,False,22,False
8726,TEACH-03057,2025-03-04,Personnel,True,22,False
8727,TEACH-02785,2025-10-11,Congé,False,4,False
8728,TEACH-00952,2025-04-14,Congé,True,12,False
8729,TEACH-01277,2025-02-11,Mission,False,5,True
8730,TEACH-03956,2024-12-04,Congé,True,6,True
8731,TEACH-04579,2026-06-25,Maladie,True,15,False
8732,TEACH-02904,2025-02-07,Congé,False,9,True
8733,TEACH-04842,2025-04-20,Personnel,False,8,True
8734,TEACH-01522,2026-01-23,Maladie,False,23,True
8735,TEACH-03722,2024-09-18,,True,24,False
8736,TEACH-03270,2025-10-15,Personnel,True,7,True
8737,TEACH-02317,2025-02-15,Maladie,True,21,True
8738,TEACH-00035,2025-08-09,Personnel,True,22,True
8739,TEACH-01348,2025-06-04,Congé,False,22,False
8740,TEACH-03493,2025-01-06,Congé,False,7,True
8741,TEACH-01987,2025-04-22,Mission,True,17,True
8742,TEACH-00933,2026-03-22,Mission,False,22,True
8743,TEACH-03619,2026-03-18,Congé,True,12,False
8744,TEACH-00802,2025-08-04,Maladie,False,19,False
8745,TEACH-00102,2026-01-22,Mission,True,20,True
8746,TEACH-00120,2025-05-17,Mission,True,10,False
8747,TEACH-00430,2026-04-13,,False,20,False
8748,TEACH-04279,2025-11-17,Personnel,False,16,True
8749,TEACH-01350,2026-07-22,Maladie,True,21,False
8750,TEACH-02268,2025-03-11,Congé,False,24,True
8751,TEACH-02432,2025-01-26,Congé,True,15,False
8752,TEACH-04418,2025-03-08,Congé,False,4,False
8753,TEACH-03123,2025-01-13,,True,11,False
8754,TEACH-02093,2025-12-06,Personnel,False,23,True
8755,TEACH-02308,2026-05-15,Personnel,False,9,True
8756,TEACH-01495,2025-07-05,Personnel,True,6,False
8757,TEACH-02623,2025-07-13,Personnel,False,4,False
8758,TEACH-03697,2025-08-19,Mission,False,11,False
8759,TEACH-03307,2025-08-26,Maladie,False,13,False
8760,TEACH-02747,2026-07-09,Personnel,True,18,True
8761,TEACH-00944,2024-12-02,Personnel,True,5,True
8762,TEACH-03176,2025-02-16,Personnel,False,9,False
8763,TEACH-00159,2026-01-15,Maladie,True,2,True
8764,TEACH-03075,2026-04-06,Maladie,False,17,True
8765,TEACH-03216,2026-07-20,Personnel,False,4,True
8766,TEACH-03905,2024-09-20,Maladie,False,16,False
8767,TEACH-03204,2026-05-19,,False,7,False
8768,TEACH-04138,2025-08-07,Maladie,False,21,True
8769,TEACH-01514,2026-03-15,Mission,True,3,True
8770,TEACH-00403,2024-10-01,Mission,False,24,False
8771,TEACH-01473,2024-08-31,Mission,True,18,True
8772,TEACH-00462,2024-11-20,,True,23,False
8773,TEACH-01929,2024-09-16,Mission,False,5,False
8774,TEACH-02181,2024-08-29,Personnel,True,24,True
8775,TEACH-02376,2025-01-04,Congé,True,6,True
8776,TEACH-04797,2025-03-30,Personnel,True,1,False
8777,TEACH-01425,2026-06-08,Congé,False,19,True
8778,TEACH-04710,2025-03-08,Maladie,True,24,True
8779,TEACH-00929,2026-03-26,Personnel,True,11,True
8780,TEACH-02653,2025-11-23,,False,21,True
8781,TEACH-03386,2025-11-12,Congé,False,12,True
8782,TEACH-00277,2024-08-12,Personnel,False,3,False
8783,TEACH-02078,2024-10-10,Mission,True,16,True
8784,TEACH-01664,2026-05-22,Congé,True,12,True
8785,TEACH-02173,2026-01-15,Mission,False,3,True
8786,TEACH-03658,2024-12-09,,True,18,True
8787,TEACH-02642,2026-07-21,Congé,False,20,True
8788,TEACH-01034,2025-03-21,,False,14,False
8789,TEACH-03275,2025-04-04,Mission,True,15,True
8790,TEACH-03014,2025-04-25,Personnel,False,8,False
8791,TEACH-04436,2025-10-30,Personnel,False,17,False
8792,TEACH-03044,2024-10-20,Maladie,True,14,True
8793,TEACH-03407,2025-03-28,Personnel,False,23,True
8794,TEACH-00266,2025-09-03,Congé,False,14,False
8795,TEACH-00407,2025-06-09,Maladie,False,21,True
8796,TEACH-01283,2026-04-16,Maladie,True,6,True
8797,TEACH-00517,2024-10-12,Mission,True,23,False
8798,TEACH-00844,2026-07-16,Congé,True,13,True
8799,TEACH-04807,2026-05-21,Mission,False,8,True
8800,TEACH-01949,2025-06-15,Personnel,True,21,True
8801,TEACH-00840,2024-12-19,Mission,True,6,True
8802,TEACH-00924,2025-03-06,Personnel,True,2,True
8803,TEACH-02228,2025-06-16,Mission,False,1,True
8804,TEACH-00412,2024-09-01,Personnel,True,11,False
8805,TEACH-02204,2026-04-06,Maladie,False,21,True
8806,TEACH-03167,2026-04-19,Personnel,False,9,True
8807,TEACH-01012,2025-03-25,Maladie,False,20,False
8808,TEACH-02106,2024-08-20,Personnel,False,22,True
8809,TEACH-01017,2025-03-30,Mission,False,1,False
8810,TEACH-00905,2026-04-10,Personnel,True,13,True
8811,TEACH-03481,2024-10-03,,False,20,False
8812,TEACH-04801,2026-03-15,Mission,True,23,True
8813,TEACH-03432,2025-12-14,,True,9,False
8814,TEACH-03802,2025-10-02,Maladie,True,13,False
8815,TEACH-04829,2026-01-11,Maladie,True,15,True
8816,TEACH-04041,2025-06-15,Maladie,False,7,True
8817,TEACH-01095,2024-12-20,,False,12,True
8818,TEACH-01561,2025-04-02,,False,6,False
8819,TEACH-02459,2025-09-26,,True,24,False
8820,TEACH-02316,2024-11-21,,True,20,False
8821,TEACH-02662,2026-02-22,Maladie,True,12,False
8822,TEACH-02400,2025-04-07,,False,3,True
8823,TEACH-02909,2024-09-16,,True,5,False
8824,TEACH-01985,2024-11-22,,True,7,False
8825,TEACH-02891,2025-11-19,Mission,True,5,True
8826,TEACH-01084,2025-06-09,Congé,False,3,True
8827,TEACH-02170,2024-10-17,,True,5,False
8828,TEACH-03970,2024-10-08,Maladie,True,15,False
8829,TEACH-01499,2026-01-21,Personnel,True,11,True
8830,TEACH-03996,2025-04-05,Personnel,True,5,True
8831,TEACH-04258,2025-10-13,Congé,True,23,True
8832,TEACH-03603,2025-02-26,Mission,False,3,False
8833,TEACH-03423,2025-06-06,Mission,True,11,False
8834,TEACH-03280,2024-08-08,,False,4,True
8835,TEACH-02637,2024-11-04,Mission,False,9,False
8836,TEACH-00011,2025-11-14,Personnel,False,14,True
8837,TEACH-00073,2024-10-05,Congé,False,17,True
8838,TEACH-04734,2025-06-23,Maladie,False,2,True
8839,TEACH-01529,2025-08-29,Personnel,True,2,False
8840,TEACH-01981,2025-01-24,Personnel,True,20,True
8841,TEACH-04719,2026-07-20,Mission,False,20,True
8842,TEACH-04336,2026-05-06,,False,21,False
8843,TEACH-01849,2024-10-09,Personnel,True,15,False
8844,TEACH-02107,2025-12-23,Personnel,False,13,False
8845,TEACH-02187,2025-10-04,Maladie,True,2,True
8846,TEACH-04586,2024-08-30,Congé,False,9,True
8847,TEACH-03257,2025-12-17,Personnel,True,18,False
8848,TEACH-02600,2026-05-16,Congé,True,2,True
8849,TEACH-01656,2025-11-23,Congé,False,18,True
8850,TEACH-01924,2025-07-22,Personnel,True,14,True
8851,TEACH-01774,2026-06-23,Personnel,True,10,True
8852,TEACH-03265,2025-07-08,Congé,False,7,True
8853,TEACH-00450,2025-04-26,,False,7,True
8854,TEACH-04353,2025-03-03,Personnel,True,3,False
8855,TEACH-02754,2026-04-19,Maladie,True,4,False
8856,TEACH-01226,2025-05-19,Congé,True,19,True
8857,TEACH-04022,2025-07-22,Congé,False,5,True
8858,TEACH-02977,2024-10-20,Congé,True,5,False
8859,TEACH-01194,2025-04-01,Congé,True,20,False
8860,TEACH-03546,2025-02-13,Maladie,False,11,False
8861,TEACH-02500,2024-09-07,Congé,False,12,True
8862,TEACH-02400,2026-06-29,Maladie,False,8,False
8863,TEACH-03030,2026-03-31,,False,14,True
8864,TEACH-03955,2025-11-06,Maladie,False,3,False
8865,TEACH-01239,2025-01-22,Congé,False,6,False
8866,TEACH-02524,2025-03-11,Mission,False,14,True
8867,TEACH-02946,2025-12-03,Mission,False,20,True
8868,TEACH-01210,2025-01-30,Maladie,False,13,False
8869,TEACH-03918,2025-11-19,Personnel,False,7,True
8870,TEACH-02230,2026-06-17,,False,3,False
8871,TEACH-02510,2024-08-30,,False,13,False
8872,TEACH-00987,2025-02-15,Personnel,False,7,True
8873,TEACH-00117,2026-05-20,Maladie,False,10,True
8874,TEACH-00970,2024-09-07,Mission,False,5,False
8875,TEACH-04822,2025-03-13,Congé,False,6,True
8876,TEACH-04466,2025-03-26,Maladie,False,13,False
8877,TEACH-04885,2025-12-20,Maladie,False,1,False
8878,TEACH-02300,2025-08-05,Maladie,False,18,False
8879,TEACH-04636,2025-11-01,Personnel,False,21,True
8880,TEACH-04700,2025-06-03,Maladie,False,7,False
8881,TEACH-03393,2026-04-05,Mission,True,20,True
8882,TEACH-03469,2024-09-29,Mission,True,11,False
8883,TEACH-00116,2025-04-01,Mission,True,12,False
8884,TEACH-03647,2025-08-01,Mission,True,14,True
8885,TEACH-01936,2025-12-08,Personnel,False,18,True
8886,TEACH-00770,2025-04-18,,False,14,True
8887,TEACH-04174,2025-06-03,Congé,True,5,True
8888,TEACH-01993,2025-11-24,,True,23,False
8889,TEACH-04115,2025-11-24,Personnel,True,20,True
8890,TEACH-03629,2026-05-14,Mission,False,7,True
8891,TEACH-02106,2024-12-19,Mission,True,1,True
8892,TEACH-02241,2025-12-30,,True,12,True
8893,TEACH-00155,2026-01-18,Personnel,False,10,False
8894,TEACH-01269,2024-08-09,Congé,True,21,False
8895,TEACH-00545,2025-09-02,Mission,True,23,True
8896,TEACH-00251,2026-03-10,Personnel,True,24,True
8897,TEACH-02986,2024-11-13,Maladie,True,24,False
8898,TEACH-03601,2026-02-01,Congé,False,14,False
8899,TEACH-00664,2026-04-18,Personnel,False,23,True
8900,TEACH-00507,2025-08-26,Personnel,False,13,True
8901,TEACH-00269,2026-06-14,Maladie,False,17,True
8902,TEACH-00990,2025-09-26,,False,18,True
8903,TEACH-00858,2025-01-01,Mission,False,21,False
8904,TEACH-04029,2025-03-20,,False,4,True
8905,TEACH-00104,2025-12-13,,True,1,False
8906,TEACH-01337,2026-03-02,Mission,False,19,False
8907,TEACH-00144,2025-04-09,Mission,True,4,False
8908,TEACH-00152,2025-01-03,,True,17,True
8909,TEACH-03123,2026-05-03,,False,7,True
8910,TEACH-00722,2024-08-02,Congé,True,15,False
8911,TEACH-00292,2025-03-14,Congé,True,6,True
8912,TEACH-02780,2025-10-18,Personnel,True,15,False
8913,TEACH-04439,2024-09-12,Personnel,False,12,False
8914,TEACH-01191,2025-07-03,Personnel,False,7,False
8915,TEACH-03784,2026-01-25,Mission,True,3,True
8916,TEACH-01730,2025-04-24,,True,20,True
8917,TEACH-01316,2026-01-09,Congé,False,18,True
8918,TEACH-00113,2026-03-11,Personnel,False,11,True
8919,TEACH-00466,2025-03-23,Maladie,True,8,False
8920,TEACH-02095,2025-08-01,Personnel,True,21,True
8921,TEACH-04700,2025-12-30,Maladie,True,6,True
8922,TEACH-01473,2025-09-15,Personnel,True,15,True
8923,TEACH-01348,2024-08-01,Personnel,False,17,True
8924,TEACH-02090,2025-07-10,Maladie,True,11,True
8925,TEACH-02613,2024-09-04,Personnel,True,11,False
8926,TEACH-04470,2024-10-17,Mission,True,12,True
8927,TEACH-04879,2026-01-30,Congé,True,23,False
8928,TEACH-02382,2025-09-10,,False,18,False
8929,TEACH-03630,2026-05-23,Mission,False,17,True
8930,TEACH-03582,2025-08-10,Personnel,True,16,False
8931,TEACH-00894,2025-08-31,,True,5,True
8932,TEACH-03769,2024-11-03,Personnel,True,6,False
8933,TEACH-01577,2025-04-07,Maladie,False,21,True
8934,TEACH-00836,2025-11-25,Maladie,True,24,False
8935,TEACH-03733,2024-11-21,Mission,True,17,True
8936,TEACH-02096,2026-02-09,,False,3,True
8937,TEACH-01675,2026-01-16,Maladie,True,9,True
8938,TEACH-03001,2025-01-15,Congé,False,6,True
8939,TEACH-00299,2026-05-15,Maladie,False,9,True
8940,TEACH-04868,2024-11-07,,False,19,False
8941,TEACH-03703,2025-02-14,Congé,True,11,False
8942,TEACH-04382,2024-10-07,Maladie,True,20,False
8943,TEACH-01821,2026-05-26,Congé,False,2,True
8944,TEACH-00563,2025-12-21,,True,3,False
8945,TEACH-02400,2026-02-22,Personnel,True,14,True
8946,TEACH-01151,2026-06-09,Personnel,False,6,False
8947,TEACH-00224,2025-06-12,Personnel,True,1,True
8948,TEACH-01874,2025-08-31,Mission,False,12,False
8949,TEACH-00552,2025-07-22,,False,24,False
8950,TEACH-01936,2025-09-16,Maladie,True,10,False
8951,TEACH-04089,2025-10-27,,False,9,True
8952,TEACH-04586,2025-10-14,Personnel,True,21,False
8953,TEACH-01672,2025-02-13,Personnel,False,8,False
8954,TEACH-01023,2026-04-14,,False,2,False
8955,TEACH-03864,2026-05-05,Maladie,True,4,False
8956,TEACH-02634,2024-12-29,Maladie,True,19,True
8957,TEACH-03918,2025-03-04,Congé,True,12,False
8958,TEACH-02469,2026-01-10,Mission,False,7,True
8959,TEACH-04862,2026-04-20,,True,22,True
8960,TEACH-04937,2026-01-21,Congé,True,15,False
8961,TEACH-02515,2024-10-25,Maladie,True,20,False
8962,TEACH-02754,2024-08-15,Congé,False,20,True
8963,TEACH-03751,2025-03-09,Maladie,False,11,False
8964,TEACH-01384,2025-04-17,,False,23,False
8965,TEACH-02770,2026-05-12,,False,5,True
8966,TEACH-02040,2026-06-01,,True,1,True
8967,TEACH-01377,2024-12-21,Mission,True,13,True
8968,TEACH-04317,2025-08-10,,False,6,True
8969,TEACH-03646,2025-04-14,Maladie,False,4,False
8970,TEACH-01523,2025-05-23,Maladie,True,15,False
8971,TEACH-01109,2026-02-03,Congé,True,11,True
8972,TEACH-02445,2026-05-08,,True,17,True
8973,TEACH-03940,2024-09-12,,False,14,False
8974,TEACH-04055,2025-11-29,,False,13,True
8975,TEACH-04136,2026-04-30,Congé,True,8,True
8976,TEACH-03748,2025-09-27,Personnel,True,23,True
8977,TEACH-02403,2026-01-15,Mission,True,11,True
8978,TEACH-04889,2025-01-14,Mission,True,15,True
8979,TEACH-03414,2024-10-30,Congé,True,15,False
8980,TEACH-00435,2025-05-06,,True,1,False
8981,TEACH-02486,2025-09-05,Mission,True,7,True
8982,TEACH-02397,2025-06-23,Mission,True,23,False
8983,TEACH-03413,2026-05-07,,True,19,False
8984,TEACH-03180,2025-11-20,Maladie,False,2,False
8985,TEACH-04049,2024-08-11,Mission,True,16,False
8986,TEACH-02654,2026-01-23,Mission,True,20,False
8987,TEACH-02482,2025-04-06,Personnel,True,16,True
8988,TEACH-01133,2026-07-08,Congé,False,21,True
8989,TEACH-03465,2025-05-23,Congé,False,16,False
8990,TEACH-03438,2025-04-01,Congé,False,19,False
8991,TEACH-00363,2025-08-09,Personnel,False,18,False
8992,TEACH-00121,2025-06-11,Mission,False,2,False
8993,TEACH-00571,2024-10-06,Mission,True,10,True
8994,TEACH-03820,2024-10-31,Maladie,True,10,True
8995,TEACH-02871,2025-07-19,Mission,False,15,True
8996,TEACH-01210,2025-05-01,Congé,False,15,True
8997,TEACH-01512,2025-07-18,Maladie,False,24,False
8998,TEACH-00308,2025-11-29,,False,7,False
8999,TEACH-01095,2024-11-25,Maladie,True,8,False
9000,TEACH-01807,2025-05-03,Maladie,False,18,True
