id_inscription,id_etudiant,id_classe,date_inscription,statut,type_inscription,bourse,reduction
f8335570-0f55-4f52-947e-e234eaafc0dc,bcf33020-000c-4329-98b0-c733127bdc6e,efa2c90c-bc4a-48bb-9e13-57f0fa302dcb,2025-02-17,UNKNOWN,NOUVELLE,,10.0
1b97186e-51b4-4bd0-85eb-fc90648f95dd,4f05955c-d0bd-471c-b21a-89373a83ba57,400a8469-f394-442f-8939-309dc285f046,2025-08-27,ANNULE,Reinscription,False,0.0
d77ed4d9-4198-4c9e-b44a-6fe7cc00a988,07b49212-70ae-464c-9306-ba23575cee5c,58c8dabc-e808-47df-a27c-d79bc43f4361,2025-02-23,UNKNOWN,Reinscription,,10.0
f3d431b0-009e-4528-ae3f-8d1019e5cdf7,bf4d5b67-c357-4d6b-9124-4bcc893a1563,58c8dabc-e808-47df-a27c-d79bc43f4361,2024-10-18,EN ATTENTE,,,-20.0
1d6954fd-7449-4892-97fe-a25aaea6046c,6bdcaf7c-22d6-4a20-bd33-d50367aad226,f259d263-039d-4cb2-ae03-efd0c6655ca8,2025-06-01,UNKNOWN,Nouvelle,False,150.0
d67da437-b6d3-4018-adc5-18ad1e72001e,5ca5be30-9b11-4bcd-b483-e7b3bfe28763,7a7b0aed-1809-4ae1-8487-10fe51603919,2026-10-31,EN ATTENTE,NOUVELLE,True,150.0
5e565cf9-5217-45a7-aff4-8520b0662c01,4034e6de-8991-4d9e-ae28-c86e836d448c,58c8dabc-e808-47df-a27c-d79bc43f4361,2025-07-01,UNKNOWN,Reinscription ,False,25.0
a66f045e-5915-460b-9028-cdb15b962dbc,1abdd10e-b545-4f95-a2fd-bef80b05a9ad,58c8dabc-e808-47df-a27c-d79bc43f4361,2025-02-27,EN ATTENTE,Reinscription,,25.0
e092c6f6-28ea-4275-932c-7fe18bc8d54f,19e90aba-38ec-4163-b7db-514840bd7e2f,58c8dabc-e808-47df-a27c-d79bc43f4361,2025-05-02,UNKNOWN,NOUVELLE,True,-20.0
608ba476-e137-4597-bae2-9c82993dcf27,afee2bae-6e68-48de-9c02-1a516e82c0b5,7a7b0aed-1809-4ae1-8487-10fe51603919,2026-06-26,ANNULE,,,-20.0
930c78d8-9e3e-46bf-876a-69812ca0f675,f2105641-1913-49c5-9810-8ca87453ba1a,f259d263-039d-4cb2-ae03-efd0c6655ca8,2025-11-09,UNKNOWN,Nouvelle,,10.0
f6360cd4-5e21-4a5b-ac8f-89f0ee8183eb,f2b3483a-171a-4f84-adbd-9bc57a3c9606,58c8dabc-e808-47df-a27c-d79bc43f4361,2025-04-19,UNKNOWN,Reinscription,,150.0
ca2a6229-84b6-456e-9655-5251265f7642,51fd1b24-2ddc-4262-9145-0270f53cf7c0,f259d263-039d-4cb2-ae03-efd0c6655ca8,2025-11-26,ANNULE,Reinscription ,False,10.0
838cbc3e-968d-44e6-b36b-ab7b55708d36,2085ecb0-bc27-4598-898a-69492801b9e7,f259d263-039d-4cb2-ae03-efd0c6655ca8,2025-07-01,INSCRIT,Nouvelle,,10.0
918ac0b1-e1b6-42cf-9775-3566d0f46e02,8159640d-eb3b-4b4f-bb01-f3e97f5a173e,efa2c90c-bc4a-48bb-9e13-57f0fa302dcb,2025-12-18,INSCRIT,Reinscription ,,150.0
ef2c6721-19ce-401d-add5-d154d97b46ac,23112915-2bb6-4aae-9846-0b8ab5048288,d3d428d2-34e3-4418-9196-1f34673c6e67,2025-09-05,ANNULE,NOUVELLE,True,10.0
a009c2c2-634f-4428-80a8-7213dd06d937,51780b03-9284-480a-a841-72873d1b667b,e9072d0c-ce82-4947-bdf0-365f52ecb018,2025-01-23,EN ATTENTE,,True,25.0
451783b1-5aa2-4a10-8fe2-a1b36ac8d626,b8a15d19-9f9c-461b-b2d0-b2c0e64b8773,f259d263-039d-4cb2-ae03-efd0c6655ca8,2024-08-06,INSCRIT,Reinscription ,False,0.0
bb67fe2e-82dd-4a5c-81f6-016245ff70dc,cdcc4b4d-8147-46bb-8f6c-5373bc65f5ed,f259d263-039d-4cb2-ae03-efd0c6655ca8,2025-10-02,ANNULE,Reinscription ,True,25.0
0690fd9d-9add-41c1-a2ac-b62f2fa098bc,7a891a36-aad2-423c-981e-e7b6d27932fd,400a8469-f394-442f-8939-309dc285f046,2026-01-22,INSCRIT,Reinscription ,False,10.0
9ad4eeb3-5d0a-4d50-8af2-2f5a44be0885,ac8a72d9-44dc-4989-8e11-607d30007eec,58c8dabc-e808-47df-a27c-d79bc43f4361,2025-09-01,UNKNOWN,,,25.0
1c485cd6-49cb-4c62-ad2c-4b14ca1f9d8d,064136fa-9f99-438f-b050-50598e1fa1e2,efa2c90c-bc4a-48bb-9e13-57f0fa302dcb,2025-05-17,EN ATTENTE,Nouvelle,False,0.0
c2d79a10-3331-4583-9eb8-4f45a4541874,48f359e6-4313-47ef-9410-d6b4b5604286,127e9890-e7f1-4c68-a44b-f099fdcb0281,2025-01-23,UNKNOWN,NOUVELLE,True,150.0
73c40ba0-68a3-4083-adbf-b3573358442e,b9ce5355-d52a-468b-9a34-b88e8d50c76a,58c8dabc-e808-47df-a27c-d79bc43f4361,2024-11-05,INSCRIT,,False,10.0
95e8e3d1-ed3b-482d-8cd3-3fbb53049cbf,33c9cd89-532f-4ecb-99f9-f6edaf780efb,f259d263-039d-4cb2-ae03-efd0c6655ca8,2025-03-16,ANNULE,NOUVELLE,,0.0
caec8e35-3907-4ca1-9d7a-981b035de672,75404cd0-ff8f-4b18-b021-2eb678db94b6,efa2c90c-bc4a-48bb-9e13-57f0fa302dcb,2025-12-07,ANNULE,Reinscription,False,0.0
9f753016-197a-4777-9860-874f9a4f1002,f2d2678e-e0ba-4c2f-9bbe-9b8249ac9f2a,58c8dabc-e808-47df-a27c-d79bc43f4361,2025-04-06,EN ATTENTE,Reinscription,True,-20.0
40b4eaf7-5c5f-4051-bf6c-3251c16ef29c,2f7706b3-f0b8-4d05-acf0-6264ffd6a92f,400a8469-f394-442f-8939-309dc285f046,2025-11-14,INSCRIT,NOUVELLE,True,-20.0
798bcb62-f1aa-4ca7-8512-0a25713fad53,fb4370f6-b5f6-4c78-a215-a36a0bc20708,d3d428d2-34e3-4418-9196-1f34673c6e67,2026-07-27,UNKNOWN,,True,150.0
38170dd5-c763-431b-814d-e5d6054e09ee,eab128d3-1c7f-457e-bfde-210f6259d73c,f259d263-039d-4cb2-ae03-efd0c6655ca8,2026-04-02,UNKNOWN,NOUVELLE,False,10.0
66a4daad-513d-4485-bede-f98b7e6d857a,ba2908b6-4c5a-4e99-ae71-60dec66939c9,58c8dabc-e808-47df-a27c-d79bc43f4361,2024-09-24,INSCRIT,Reinscription ,True,10.0
064face8-1689-4b34-a5a1-dec145c9e1b9,a4f625fc-2ffd-4fae-9e07-0b1293d8e2c6,efa2c90c-bc4a-48bb-9e13-57f0fa302dcb,2025-05-11,UNKNOWN,Reinscription,False,0.0
56ce8f27-37e8-4097-b7d1-22c0e340dc63,0af9f4d3-6d04-46a5-b002-af3c117a53df,3b0f15d3-8407-44ad-a2e1-b6c0ccd3b695,2025-03-16,UNKNOWN,NOUVELLE,True,-20.0
c2635273-2dbb-452d-93c3-6326a208209c,4a0f3952-bc03-4dff-853b-9897bf0e8b1e,fe4bc865-e893-41bf-b8e3-9535a020cfef,2025-03-21,INSCRIT,Nouvelle,True,25.0
dcbaac1d-3bd8-4cc1-a786-4b95d9a9b344,99ff03ec-4c41-48c0-be1d-54c0a9441433,f259d263-039d-4cb2-ae03-efd0c6655ca8,2025-01-28,UNKNOWN,Reinscription ,True,0.0
5e2b5683-851f-4802-b30a-0ac6776d6dac,c4ddd1de-f9ae-43b9-b059-295b2811c272,58c8dabc-e808-47df-a27c-d79bc43f4361,2025-08-17,UNKNOWN,Reinscription,True,-20.0
ad325253-06ca-4bc5-83a3-6202c9e1d8a9,7a40cd08-5522-4724-8887-9e5a9c8cb80b,e9072d0c-ce82-4947-bdf0-365f52ecb018,2025-06-05,EN ATTENTE,Nouvelle,,25.0
0e54d6ce-5b9b-4f71-8121-b65c13558a2d,ab40bb54-f6b0-442a-978d-d3a471015830,3b0f15d3-8407-44ad-a2e1-b6c0ccd3b695,2025-04-02,EN ATTENTE,,False,-20.0
70c74b6c-58ad-4959-ad7c-bbab67029080,0857a4fa-776c-49c2-b9dd-655b18609597,efa2c90c-bc4a-48bb-9e13-57f0fa302dcb,2025-06-27,UNKNOWN,Reinscription,False,150.0
159f7306-774f-4ad3-a1f1-782db59815cf,80403639-5793-4096-94ab-fb3bff79a9b5,58c8dabc-e808-47df-a27c-d79bc43f4361,2025-04-26,ANNULE,NOUVELLE,False,25.0
dffee976-f9b7-4c92-9142-f568fec94905,9b153e46-776b-4aff-ae61-35236ff13591,400a8469-f394-442f-8939-309dc285f046,2025-08-28,EN ATTENTE,Reinscription,False,10.0
d9ad0e05-bb82-4b66-b3c4-d25d83986f13,f1635cf9-025c-422b-844c-cb9bf438865d,fe4bc865-e893-41bf-b8e3-9535a020cfef,2025-05-19,INSCRIT,Nouvelle,False,150.0
44642289-5b53-49ce-a65e-f39ab0473dd5,8aae5797-b7f1-4938-9e1e-5205dc35590b,127e9890-e7f1-4c68-a44b-f099fdcb0281,2025-03-20,EN ATTENTE,NOUVELLE,,10.0
ff1a7a39-eafc-4cf9-b0b2-0b8781105079,636fcf40-d24a-4d22-9a98-5db9ac9fe771,3b0f15d3-8407-44ad-a2e1-b6c0ccd3b695,2025-11-09,UNKNOWN,NOUVELLE,,25.0
497275d4-1dcb-4b63-9214-c92dce0f458f,111187cc-3755-4e15-b39c-566cbc84b49e,f259d263-039d-4cb2-ae03-efd0c6655ca8,2025-02-24,ANNULE,NOUVELLE,False,10.0
12f3f51c-5125-4975-b880-d00f0c8fbe47,a4dc3955-302c-4825-bce2-143cd863d32f,f259d263-039d-4cb2-ae03-efd0c6655ca8,2026-12-26,ANNULE,,False,10.0
0c4bcb2f-d365-4c12-bba7-ed0c462ceb24,a71ff429-a11b-4faf-9485-c77a1d824aad,3b0f15d3-8407-44ad-a2e1-b6c0ccd3b695,2027-05-12,ANNULE,Nouvelle,True,25.0
822dce93-786e-4eee-806c-70f159b5e5ae,5babe4f3-2f32-4bea-b482-617443a4f2c6,fe4bc865-e893-41bf-b8e3-9535a020cfef,2025-02-12,INSCRIT,Reinscription ,False,0.0
740290eb-e70b-41db-8e8f-7bcc378d6a93,57747247-e8b5-4497-94a7-38ea10a3e6d0,7a7b0aed-1809-4ae1-8487-10fe51603919,2026-04-23,INSCRIT,Reinscription ,True,0.0
c949bc30-f752-420f-9333-b6e87cc57a36,ccd3ac20-910f-4cb8-9652-a66040fea2d0,fe4bc865-e893-41bf-b8e3-9535a020cfef,2026-02-14,INSCRIT,NOUVELLE,False,10.0
34838ac0-a522-4edd-8dae-401693f111c7,b4cde2e0-60e3-472a-96e0-b7fc44c431e9,d3d428d2-34e3-4418-9196-1f34673c6e67,2026-07-22,ANNULE,Nouvelle,False,25.0
14591289-be1f-4a6e-aaa9-d9b93122d143,dd61b7cf-9fa8-43a4-b75d-ae499a3e7e1b,e9072d0c-ce82-4947-bdf0-365f52ecb018,2027-11-05,INSCRIT,,False,-20.0
f6cd74ab-4f20-471f-b108-ae8dc62c2859,8f3f1464-9bfd-4831-9e9b-028f64fcb8d7,127e9890-e7f1-4c68-a44b-f099fdcb0281,2026-08-29,INSCRIT,Nouvelle,,0.0
e50e2f8d-1668-42fa-9c67-6cff30e09fcf,42d0ab60-d040-4f8b-8e50-eac14c623ac2,400a8469-f394-442f-8939-309dc285f046,2025-12-02,INSCRIT,Reinscription,,-20.0
18a4aec5-4f0a-4520-8eee-2afd5d7b0f43,d82c9863-8e51-4e4b-b8f6-ce9bec69f9ce,3b0f15d3-8407-44ad-a2e1-b6c0ccd3b695,2025-06-12,INSCRIT,NOUVELLE,,150.0
c6bb99e7-7484-4918-9eae-fe7bc3679e34,3ceeda46-4082-42fa-8905-1e56a8d8907f,127e9890-e7f1-4c68-a44b-f099fdcb0281,2026-03-14,UNKNOWN,,False,10.0
e39a7f2f-d347-4ca5-813f-63dca3571e6f,98e74dec-5aee-4fc3-8fa4-16d9d54fe71c,efa2c90c-bc4a-48bb-9e13-57f0fa302dcb,2025-06-02,ANNULE,,False,-20.0
f6f9b171-80cb-40d9-b54a-e08542d8b34c,8acca6ab-0467-4720-bdc3-677cb268e892,7a7b0aed-1809-4ae1-8487-10fe51603919,2026-03-01,EN ATTENTE,NOUVELLE,,10.0
dfa02968-a62c-4781-8af9-5268e3b76618,6438f9e2-c2fc-476a-a6c3-e427c4027ffe,400a8469-f394-442f-8939-309dc285f046,2025-10-03,ANNULE,Nouvelle,,0.0
8e8bf673-a209-4379-8ff5-6378608f4078,6b560173-befa-44b5-8ba1-48d23b67aaec,3b0f15d3-8407-44ad-a2e1-b6c0ccd3b695,2026-06-27,EN ATTENTE,NOUVELLE,False,-20.0
af378868-149a-4b1f-a63f-43ef242cf0dd,66c33b11-273f-4978-8e38-9a6a106cb11e,e9072d0c-ce82-4947-bdf0-365f52ecb018,2026-08-22,EN ATTENTE,,True,10.0
c81e72b6-8d32-4a6e-9e52-84746454b90e,9f2af1e1-7689-447a-bd65-c793019ce85b,efa2c90c-bc4a-48bb-9e13-57f0fa302dcb,2025-05-03,ANNULE,NOUVELLE,True,25.0
70618c8b-91d2-4799-953e-160e0867c1ae,7982143b-ae6d-4e4d-8253-a9398c58f43c,f259d263-039d-4cb2-ae03-efd0c6655ca8,2027-12-05,INSCRIT,Nouvelle,,0.0
98f5b361-969a-4793-8729-598af0948b4a,24ec9dba-0272-4a54-912f-281718e7bd94,3b0f15d3-8407-44ad-a2e1-b6c0ccd3b695,2025-07-05,EN ATTENTE,,False,10.0
549ccdf3-5abd-40ad-b684-32c17dc6570d,2c3eabc4-3533-4c83-877f-b6a562413c7b,400a8469-f394-442f-8939-309dc285f046,2026-07-24,ANNULE,Nouvelle,False,25.0
a90f7795-b566-465c-934f-43f84cc37143,34c2a313-62be-4dc8-baa0-80320e056bdd,7a7b0aed-1809-4ae1-8487-10fe51603919,2026-01-15,UNKNOWN,,True,0.0
9d787cc0-3ae4-45af-80d0-5d1091dc7e4d,f003cb5c-f0e1-4853-8cbb-1ac0ac7c39aa,127e9890-e7f1-4c68-a44b-f099fdcb0281,2026-01-19,EN ATTENTE,Reinscription ,,25.0
76b168c3-3755-4839-b667-000d6c0c8416,0dd78cce-e219-409f-940c-cd5a684337d1,3b0f15d3-8407-44ad-a2e1-b6c0ccd3b695,2025-06-24,UNKNOWN,Nouvelle,,150.0
70010f3d-a1f7-4455-87b0-f413179c04b2,47ea8767-4f67-4f03-99a2-bf8387185283,e9072d0c-ce82-4947-bdf0-365f52ecb018,2025-10-26,EN ATTENTE,NOUVELLE,,0.0
cb0c5507-badb-4d1e-9cae-210d8c9ad540,a3747175-4e50-42c2-90d0-7999ae72d957,58c8dabc-e808-47df-a27c-d79bc43f4361,2025-09-27,EN ATTENTE,NOUVELLE,False,-20.0
c3975dc5-f072-4350-aace-a2b28b364b0d,d5db10a8-fa3b-49f2-9e24-e4427bf6093f,efa2c90c-bc4a-48bb-9e13-57f0fa302dcb,2025-01-03,INSCRIT,Reinscription,True,10.0
70a8d38d-aa0f-4add-a815-f9f72ef8218f,6093a6db-8151-4356-983d-f8e32a8f1a22,fe4bc865-e893-41bf-b8e3-9535a020cfef,2025-12-15,INSCRIT,NOUVELLE,False,10.0
2c07c362-34f1-4f26-a77c-a1daed4ce2f1,15cc4949-ed0a-4155-bdde-1eafa70ec084,58c8dabc-e808-47df-a27c-d79bc43f4361,2026-05-20,EN ATTENTE,Nouvelle,False,10.0
65e2cc3b-b045-4112-8ede-07c31d0b11fd,ace7816c-17df-4d06-9961-97ded7d1ba23,e9072d0c-ce82-4947-bdf0-365f52ecb018,2025-11-08,INSCRIT,Nouvelle,False,150.0
53edcffa-e7ba-4576-9ae0-4b4695c04bc4,6c281daa-9311-404e-8d7e-2a8da385da87,3b0f15d3-8407-44ad-a2e1-b6c0ccd3b695,2026-04-29,ANNULE,Nouvelle,False,-20.0
230f1d46-7d1f-4cc8-8dd1-366ba7f07338,7e581da8-59e1-4fcd-b175-7d3d89de25ed,fe4bc865-e893-41bf-b8e3-9535a020cfef,2025-04-19,EN ATTENTE,Nouvelle,,10.0
dee374d3-c71f-4172-ad1a-c8e03f77c7b9,6e1596bb-ac49-466f-b5d8-57b2c69a3b00,efa2c90c-bc4a-48bb-9e13-57f0fa302dcb,2024-11-25,EN ATTENTE,,False,0.0
a803b3a6-dadc-4b81-9852-50f524fbb63e,1893e9cd-4ae8-4cec-a52b-36b94a0ed3a0,58c8dabc-e808-47df-a27c-d79bc43f4361,2026-06-10,EN ATTENTE,Reinscription ,True,10.0
9c65a0e7-b720-4531-8930-3134b82678b3,f868f43c-6819-4781-9d82-622ead7c18f5,efa2c90c-bc4a-48bb-9e13-57f0fa302dcb,2026-06-15,INSCRIT,NOUVELLE,True,10.0
ceb98e8e-3557-4d18-8e9c-a350d3957487,cd398e8c-1fba-46ec-afb7-3c3b90aa45a3,fe4bc865-e893-41bf-b8e3-9535a020cfef,2025-04-12,ANNULE,NOUVELLE,False,150.0
7832b895-fe59-4354-9009-167772c0d9e7,6c632c87-2f5d-4d79-9d32-4a6193656184,d3d428d2-34e3-4418-9196-1f34673c6e67,2025-01-18,ANNULE,Reinscription,True,10.0
5ec084b4-be61-4a20-a37b-0e018b221a8e,cc528e5a-3e88-4b02-8a6a-c9843a510761,efa2c90c-bc4a-48bb-9e13-57f0fa302dcb,2026-08-08,EN ATTENTE,NOUVELLE,True,150.0
a2b51859-8ed4-447b-ac6d-d5820160d981,b947c807-97ca-4890-ac60-574c7d967234,58c8dabc-e808-47df-a27c-d79bc43f4361,2025-05-03,INSCRIT,Reinscription ,,-20.0
5ecddf99-c0aa-4c5b-884e-4dd0228a9b4d,b3a544d9-1672-4ec2-9e62-96034ce8847f,e9072d0c-ce82-4947-bdf0-365f52ecb018,2026-05-12,ANNULE,Nouvelle,False,10.0
7ac21987-476a-4b30-bb91-350810a4190f,572bc1bf-1db4-4363-8e08-cb00ea4198dc,58c8dabc-e808-47df-a27c-d79bc43f4361,2025-08-15,INSCRIT,NOUVELLE,False,-20.0
17d55dab-c23c-4617-b1bd-0a7fcbbd5b20,af8d5c80-f2bc-4129-b421-255802b0569e,58c8dabc-e808-47df-a27c-d79bc43f4361,2025-01-09,UNKNOWN,Reinscription,True,-20.0
125da301-8e8d-4a08-8ef8-84c9e0a10ae2,c644251a-6833-415a-8cb4-3dd429ea565d,d3d428d2-34e3-4418-9196-1f34673c6e67,2025-02-17,EN ATTENTE,Nouvelle,True,25.0
175e36fc-b6e4-4f09-a951-ecb1d82ba729,fc5887b4-8af7-4ec0-8d43-9bb6b4aa6b1f,58c8dabc-e808-47df-a27c-d79bc43f4361,2026-07-24,EN ATTENTE,Reinscription,False,0.0
579737ae-db6a-43c5-885a-1268cfddf9f6,712970d8-094c-44af-9fdb-b631985170de,58c8dabc-e808-47df-a27c-d79bc43f4361,2025-12-01,EN ATTENTE,Reinscription ,,150.0
795b3c73-c6f4-408f-8693-0d1ba6d4fb6b,9c7f96b1-50eb-42ca-ac43-1eaadc5701ff,127e9890-e7f1-4c68-a44b-f099fdcb0281,2024-10-01,UNKNOWN,Nouvelle,True,0.0
6547bc16-8381-44dc-bd83-2330cf15c9c0,b627b148-caab-47bd-a440-8f2f9045c9a5,f259d263-039d-4cb2-ae03-efd0c6655ca8,2026-07-21,UNKNOWN,Reinscription,,-20.0
45f34574-97d8-46b2-af70-2b479d0e449f,9168e4a0-8ebf-4076-a107-f564581da6ad,400a8469-f394-442f-8939-309dc285f046,2025-09-25,UNKNOWN,Nouvelle,False,10.0
e0a34036-b26c-4b2c-b5e3-1a734b5eb5d9,6d49a0b7-d9bf-49f3-bcda-af3f664d5c18,f259d263-039d-4cb2-ae03-efd0c6655ca8,2025-02-28,UNKNOWN,Reinscription ,True,0.0
f926c291-6cdf-4770-b37a-7fe4cfb16929,4c3c1cbb-f4f6-4459-9b5e-7dc3dc8fa101,3b0f15d3-8407-44ad-a2e1-b6c0ccd3b695,2025-12-26,UNKNOWN,Reinscription,False,150.0
d65c0614-fa4b-4b80-b9ab-1d667fac4d33,57d98bdc-8633-4cd0-8b4e-5e809f9d02af,f259d263-039d-4cb2-ae03-efd0c6655ca8,2025-06-23,ANNULE,Reinscription ,False,25.0
2afb7a3e-9192-4162-a5c2-f847e848b980,4dbf8717-5932-4ca1-a3b9-e7a04135ba3d,f259d263-039d-4cb2-ae03-efd0c6655ca8,2024-11-09,UNKNOWN,,False,25.0
94c78e82-1dc0-4b0e-aa06-4b364a49ab7c,f468e0b3-1d4e-4c11-ba91-5eec4288d3c0,127e9890-e7f1-4c68-a44b-f099fdcb0281,2024-09-28,ANNULE,NOUVELLE,True,25.0
aa790b7b-cbaa-40ba-adc0-ce95c619b7b0,ff162ffa-86b6-4070-8809-a72db0cfc250,58c8dabc-e808-47df-a27c-d79bc43f4361,2026-04-13,EN ATTENTE,Reinscription,,25.0
b3afd15a-5219-4cdf-bb3b-a5de99d22e99,8e843d61-19dc-4d3d-bdf3-372509e3ef4b,7a7b0aed-1809-4ae1-8487-10fe51603919,2024-08-14,INSCRIT,NOUVELLE,False,10.0
209cc4c3-0f63-43f3-995f-05028b4e5c1e,e9c35ea4-d025-4eaa-874f-b92ddbc8bd70,400a8469-f394-442f-8939-309dc285f046,2025-07-01,INSCRIT,Nouvelle,,25.0
1a2e02a4-e0f7-430c-925a-73bbb7a3b31c,4e0bdd3e-3cd3-424e-8850-cce6f19ccd90,400a8469-f394-442f-8939-309dc285f046,2025-03-24,ANNULE,Reinscription ,True,10.0
b5f7ae47-2b48-4c8c-b9a9-ce52fb8428a5,81611d0c-6851-48df-8378-d39b53837127,f259d263-039d-4cb2-ae03-efd0c6655ca8,2027-06-27,ANNULE,NOUVELLE,,0.0
31dbdcee-a5a4-4221-9af2-67e2b91bfe8a,faeaadcb-8b8e-4c22-bcb5-fc18b33701b1,e9072d0c-ce82-4947-bdf0-365f52ecb018,2025-09-10,EN ATTENTE,Reinscription,False,150.0
f9892a46-622d-46a9-ba9a-32f4adf1a644,0d53f84b-5983-4c9b-853e-457a13f70c5b,e9072d0c-ce82-4947-bdf0-365f52ecb018,2026-01-14,UNKNOWN,Reinscription ,,-20.0
91472475-a44c-4de9-a254-737a09cda8fa,7e5938ec-0396-4b55-9954-a19082f537e7,400a8469-f394-442f-8939-309dc285f046,2025-08-04,UNKNOWN,Reinscription ,False,25.0
68bb0745-2c5f-409d-bb2c-1ede69471c9e,d4f8dd9a-3e9f-4b81-99e1-85f2920c8009,127e9890-e7f1-4c68-a44b-f099fdcb0281,2025-06-14,EN ATTENTE,NOUVELLE,True,-20.0
4828ee06-a6a1-45e3-87ce-992f5ece7732,dc0e6c75-1a1b-4b24-b3b1-84625afee2a2,3b0f15d3-8407-44ad-a2e1-b6c0ccd3b695,2027-01-09,UNKNOWN,NOUVELLE,False,0.0
1be0a1fe-392e-47ac-b55d-e2da11f0258a,e8bac711-248d-4ce4-a115-93b38566061d,fe4bc865-e893-41bf-b8e3-9535a020cfef,2025-08-11,EN ATTENTE,Nouvelle,,150.0
52b6552e-44c9-4ea0-ba55-51719d67c089,37ef282f-7f2d-458b-8a5e-5d02ac858ca2,400a8469-f394-442f-8939-309dc285f046,2025-06-10,EN ATTENTE,Nouvelle,,10.0
85b68fe7-0e16-45ec-9887-ed5fcf7bb232,e1daa9f5-e7b3-4eb6-8bfb-4f8c8306182d,3b0f15d3-8407-44ad-a2e1-b6c0ccd3b695,2025-10-14,EN ATTENTE,Reinscription,,-20.0
173aacb0-967b-4394-a3ae-c61620747e68,1000ff7a-b258-4eea-a961-dd4c8db31dae,58c8dabc-e808-47df-a27c-d79bc43f4361,2026-01-22,EN ATTENTE,,False,0.0
b321b766-4595-4d38-9624-d59d72299cff,3dd0d525-991a-40be-b772-96a20737afc1,fe4bc865-e893-41bf-b8e3-9535a020cfef,2026-06-15,EN ATTENTE,,False,10.0
113bd061-d7a2-4f81-b8f2-72fc9803f34d,05eabc02-60a1-4074-998d-69a8c4b2998e,58c8dabc-e808-47df-a27c-d79bc43f4361,2025-08-22,UNKNOWN,Nouvelle,,150.0
6748412c-4558-4e97-8509-8441d917f78d,2168e0f0-1d3f-45df-9bc9-a27aaffc58ba,fe4bc865-e893-41bf-b8e3-9535a020cfef,2026-01-16,EN ATTENTE,Nouvelle,False,150.0
15286172-802d-487b-8367-acb8225839a2,c08d9f4a-08a9-43aa-8ec8-b66b933f7a20,e9072d0c-ce82-4947-bdf0-365f52ecb018,2025-05-24,ANNULE,,False,10.0
8b880521-accf-4466-a680-16c573898efe,778da94f-645d-4864-adc4-07e7b62fa6f8,d3d428d2-34e3-4418-9196-1f34673c6e67,2025-05-15,INSCRIT,Reinscription ,True,-20.0
955f063e-7dc9-41e7-92d4-51a503e963f8,739893d4-411c-43e2-b072-d4d14646e47c,58c8dabc-e808-47df-a27c-d79bc43f4361,2024-10-29,UNKNOWN,Reinscription,False,10.0
5f62b8ec-b818-424a-9359-ca01da77565e,951a5330-3350-4f9d-92ff-a53b6d8e4a65,127e9890-e7f1-4c68-a44b-f099fdcb0281,2024-09-07,ANNULE,NOUVELLE,,0.0
e1a67f12-3c2d-4a09-9e30-0c7e75ba6284,0b47dc7c-0617-47b0-8698-99306224343e,e9072d0c-ce82-4947-bdf0-365f52ecb018,2027-09-07,UNKNOWN,,True,10.0
f71dbde2-4f0b-431e-9631-33b9bf7fb390,08644e88-2e1b-4ffb-91d9-3e767eb6a789,3b0f15d3-8407-44ad-a2e1-b6c0ccd3b695,2025-06-09,ANNULE,NOUVELLE,,-20.0
37224fc7-23ea-44ac-878d-dd80fcc46079,7df7b644-4f45-49c3-832e-aac0a8ebf096,3b0f15d3-8407-44ad-a2e1-b6c0ccd3b695,2025-08-04,ANNULE,Reinscription,,25.0
56ae49d7-f46b-40b6-9f28-d4738902beed,6933b675-1d63-4e97-9839-212251d39412,58c8dabc-e808-47df-a27c-d79bc43f4361,2025-09-26,ANNULE,,True,-20.0
008243b9-05e0-4bba-8d90-57dae7ff81b4,95fd1d03-fe95-4e45-a608-efe58e64461b,127e9890-e7f1-4c68-a44b-f099fdcb0281,2025-08-10,ANNULE,Reinscription ,True,150.0
bbdd22b1-3c38-4c73-bdef-37f88da59223,717e8d25-dccf-4cee-b064-39edb62aced1,efa2c90c-bc4a-48bb-9e13-57f0fa302dcb,2026-03-03,UNKNOWN,,False,25.0
9dcdb68a-7cc0-4b14-ad21-9ba4c1c81c23,8a2e0ec8-6e76-4289-95e1-7a323b4efb4c,efa2c90c-bc4a-48bb-9e13-57f0fa302dcb,2027-05-13,EN ATTENTE,NOUVELLE,False,25.0
11288f36-6633-41f2-92c2-11d106802234,4413997b-5c7d-4412-971c-7d0b64f724bc,400a8469-f394-442f-8939-309dc285f046,2026-02-28,UNKNOWN,,True,10.0
10055228-298c-40e5-bec2-7e506e5418bc,ea74ce5e-3c3d-4612-869f-cff9a4ced17f,400a8469-f394-442f-8939-309dc285f046,2025-06-10,EN ATTENTE,NOUVELLE,True,10.0
de326386-0d48-47f7-9f11-a9bece296faa,7ce2edf8-bc35-46c9-8deb-04505b5ffd0a,f259d263-039d-4cb2-ae03-efd0c6655ca8,2026-03-14,EN ATTENTE,Reinscription ,False,0.0
d3000ddb-2502-4c86-a855-d6132161fcad,73c45809-dc91-4812-a8f6-759af49b1bdd,127e9890-e7f1-4c68-a44b-f099fdcb0281,2024-12-21,ANNULE,Reinscription ,,-20.0
